mass_1,mass_2,mass_3,mass_4,mass_5,mass_6,mass_7,mass_8,mass_9,mass_10,mass_11,mass_12,mass_13,mass_14,mass_15,mass_16,mass_17,mass_18,mass_19,mass_20,mass_21,mass_22,mass_23,mass_24,mass_25,mass_26,mass_27,mass_28,mass_29,mass_30,mass_31
0.011,0.0108,0.0128,0.0122,0.0118,0.012,0.0124,0.0154,0.0106,0.0128,0.0134,0.0172,0.014,0.016,0.0138,0.0148,0.0142,0.0154,0.014,0.0122,0.014,0.0164,0.015,0.0218,0.0176,0.0178,0.018,0.0196,0.0182,0.02,0.0184
0.0258,0.023,0.0312,0.023,0.0258,0.0284,0.027,0.0298,0.0234,0.0314,0.0268,0.0278,0.0316,0.0244,0.0278,0.0322,0.0322,0.0352,0.0322,0.0288,0.0324,0.0304,0.0314,0.0324,0.0314,0.0334,0.031,0.0346,0.0334,0.0322,0.0362
0.0386,0.0362,0.0352,0.0344,0.042,0.0384,0.0334,0.0402,0.0388,0.0356,0.0424,0.0416,0.0418,0.0386,0.0382,0.0432,0.039,0.0384,0.0426,0.044,0.046,0.0452,0.0404,0.0462,0.0452,0.0428,0.0466,0.0486,0.0472,0.0488,0.0502
0.0416,0.0452,0.0528,0.0424,0.0442,0.047,0.0468,0.0548,0.0444,0.0522,0.0512,0.0464,0.0502,0.0486,0.051,0.0458,0.0538,0.0488,0.0508,0.0518,0.0502,0.0574,0.0564,0.053,0.0524,0.0534,0.051,0.0552,0.0578,0.0604,0.0612
0.056,0.0548,0.0556,0.0534,0.059,0.0578,0.0544,0.06,0.0574,0.0638,0.0654,0.0642,0.0656,0.065,0.0608,0.0602,0.0676,0.0642,0.0622,0.0624,0.0686,0.0662,0.0568,0.0674,0.0592,0.0646,0.07,0.0692,0.0646,0.0684,0.073
0.0596,0.0648,0.0728,0.0642,0.068,0.0642,0.0678,0.0652,0.066,0.0738,0.0688,0.0742,0.066,0.0662,0.0756,0.0734,0.0782,0.073,0.076,0.0744,0.0744,0.0784,0.0734,0.0708,0.0742,0.0748,0.0746,0.0778,0.0754,0.0726,0.0746
0.0716,0.07,0.0816,0.0798,0.0774,0.0742,0.0728,0.0814,0.081,0.0784,0.0774,0.0884,0.0842,0.0776,0.0782,0.078,0.0794,0.0842,0.085,0.083,0.0826,0.088,0.0826,0.0798,0.081,0.08,0.0776,0.0918,0.0828,0.0828,0.0904
0.0928,0.0822,0.0906,0.0806,0.0812,0.083,0.0962,0.097,0.0862,0.0852,0.089,0.0904,0.093,0.0922,0.0896,0.0848,0.0906,0.0918,0.0906,0.1018,0.0914,0.0968,0.0838,0.0926,0.098,0.0884,0.094,0.0934,0.0856,0.0912,0.0986
0.0956,0.0998,0.0896,0.0922,0.0956,0.103,0.0936,0.1006,0.09,0.107,0.0962,0.0918,0.1022,0.1052,0.0978,0.0934,0.1006,0.095,0.108,0.1002,0.1022,0.1062,0.0938,0.1,0.103,0.1058,0.0976,0.0996,0.1052,0.1052,0.1044
0.1052,0.1028,0.102,0.0962,0.107,0.1048,0.1048,0.1062,0.1046,0.1,0.1058,0.1102,0.115,0.1026,0.1168,0.1134,0.115,0.101,0.1072,0.1128,0.1136,0.1118,0.1084,0.1076,0.1084,0.1072,0.1068,0.115,0.108,0.1088,0.116
